scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,11,1,2,1,16,4,0.5,oracle,0,1,1,226,382,0.20307,1000000,1200009,0,0,0.328258,393913,1.25209e+07,470963,393913,393913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,23,1,2,1,16,4,0.5,oracle,0,1,1,220,364,0.199868,1000000,1200033,0,0,0.3299,395891,1.25427e+07,473475,395891,395891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,37,1,2,1,16,4,0.5,oracle,0,1,1,220,368,0.206502,1000000,1200026,0,0,0.326405,391694,1.24914e+07,466618,391694,391694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,47,1,2,1,16,4,0.5,oracle,0,1,1,222,364,0.205331,1000000,1200111,0,0,0.326112,391371,1.24591e+07,466937,391371,391371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,59,1,2,1,16,4,0.5,oracle,0,1,1,216,356,0.198093,1000000,1200023,0,0,0.330939,397134,1.25595e+07,475787,397134,397134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,71,1,2,1,16,4,0.5,oracle,0,1,1,216,360,0.201661,1000000,1200019,0,0,0.329074,394895,1.25522e+07,472317,394895,394895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,83,1,2,1,16,4,0.5,oracle,0,1,1,226,376,0.202846,1000000,1200020,0,0,0.328036,393650,1.25107e+07,469495,393650,393650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,97,1,2,1,16,4,0.5,oracle,0,1,1,212,356,0.19953,1000000,1200055,0,0,0.330477,396591,1.25906e+07,474441,396591,396591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,109,1,2,1,16,4,0.5,oracle,0,1,1,224,374,0.207489,1000000,1200078,0,0,0.325708,390875,1.24455e+07,465596,390875,390875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,L1_WorkStealing,0.85,131,1,2,1,16,4,0.5,oracle,0,1,1,238,388,0.213306,1000000,1200037,0,0,0.323076,387703,1.23813e+07,461766,387703,387703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,11,1,2,1,16,4,0.5,oracle,0,1,1,200,348,0.153639,1000000,1200014,0,0,0.399815,479784,1.02678e+07,0,0,0,1765226,479784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,23,1,2,1,16,4,0.5,oracle,0,1,1,196,344,0.148455,1000000,1200032,0,0,0.397911,477506,1.01795e+07,0,0,0,1764160,477506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,37,1,2,1,16,4,0.5,oracle,0,1,1,194,350,0.156216,1000000,1200038,0,0,0.401415,481713,1.03281e+07,0,0,0,1764512,481713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,47,1,2,1,16,4,0.5,oracle,0,1,1,194,346,0.156097,1000000,1200100,0,0,0.400825,481030,1.03038e+07,0,0,0,1764195,481030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,59,1,2,1,16,4,0.5,oracle,0,1,1,190,344,0.148607,1000000,1200025,0,0,0.396672,476016,1.01568e+07,0,0,0,1766845,476016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,71,1,2,1,16,4,0.5,oracle,0,1,1,190,348,0.15086,1000000,1200020,0,0,0.398433,478127,1.02457e+07,0,0,0,1768271,478127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,83,1,2,1,16,4,0.5,oracle,0,1,1,196,352,0.151334,1000000,1200025,0,0,0.400087,480114,1.02592e+07,0,0,0,1762989,480114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,97,1,2,1,16,4,0.5,oracle,0,1,1,190,344,0.149678,1000000,1200045,0,0,0.397532,477056,1.01718e+07,0,0,0,1766775,477056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,109,1,2,1,16,4,0.5,oracle,0,1,1,198,350,0.157068,1000000,1200078,0,0,0.401863,482267,1.03792e+07,0,0,0,1764549,482267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M0_IntraHostProactive,0.85,131,1,2,1,16,4,0.5,oracle,0,1,1,212,356,0.16709,1000000,1200041,0,0,0.405019,486039,1.05049e+07,0,0,0,1763729,486039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,oracle,0,1,1,268,588,0.095702,1000000,1200021,0,0,0.285511,342619,6.02689e+06,0,0,0,0,0,0,1765228,34063902,11615901,1763985,1356493,342619,6.02689e+06,407492,44699619,0,0,342613,0,0,126004,0,0,0,0.999982,0,0.999982
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,oracle,0,1,1,254,526,0.092833,1000000,1200033,0,0,0.285817,342990,6.02334e+06,0,0,0,0,0,0,1764164,33525051,11096740,1754168,1361733,342990,6.02334e+06,392435,42632792,0,0,342986,0,0,124472,0,0,0,0.999988,0,0.999988
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,oracle,0,1,1,258,558,0.094486,1000000,1200055,0,0,0.28778,345352,6.07562e+06,0,0,0,0,0,0,1764532,33637310,11185881,1714280,1365758,345352,6.07562e+06,348522,43029244,0,0,345339,0,0,129555,0,0,0,0.999962,0,0.999962
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,oracle,0,1,1,260,580,0.09697,1000000,1200116,0,0,0.285507,342642,6.04941e+06,0,0,0,0,0,0,1764216,34110974,11605073,1721697,1354450,342642,6.04941e+06,367247,44698595,0,0,342634,0,0,128045,0,0,0,0.999977,0,0.999977
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,oracle,0,1,1,252,524,0.092748,1000000,1200025,0,0,0.285102,342130,6.0098e+06,0,0,0,0,0,0,1766838,33220548,10933634,1715488,1359414,342130,6.0098e+06,356074,42019048,0,0,342124,0,0,123145,0,0,0,0.999982,0,0.999982
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,71,1,2,1,16,4,0.5,oracle,0,1,1,262,900,0.093838,1000000,1200028,0,0,0.286371,343653,6.06581e+06,0,0,0,0,0,0,1768259,33701367,11316669,1681712,1358551,343653,6.06581e+06,323161,43584964,0,0,343652,0,0,125867,0,0,0,0.999997,0,0.999997
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,83,1,2,1,16,4,0.5,oracle,0,1,1,272,700,0.094484,1000000,1200023,0,0,0.287444,344940,6.05192e+06,0,0,0,0,0,0,1762980,34063273,11661997,1765115,1366557,344940,6.05192e+06,398558,44882873,0,0,344935,0,0,127602,0,0,0,0.999986,0,0.999986
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,97,1,2,1,16,4,0.5,oracle,0,1,1,248,558,0.091188,1000000,1200065,0,0,0.286866,344258,6.04119e+06,0,0,0,0,0,0,1766798,32969113,10642023,1656846,1363430,344258,6.04119e+06,293416,40911246,0,0,344254,0,0,126162,0,0,0,0.999988,0,0.999988
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,109,1,2,1,16,4,0.5,oracle,0,1,1,262,548,0.098057,1000000,1200078,0,0,0.286113,343358,6.08453e+06,0,0,0,0,0,0,1764551,34355062,11709743,1759196,1355041,343358,6.08453e+06,404155,45079776,0,0,343353,0,0,129474,0,0,0,0.999985,0,0.999985
rescue_w3_robustness_10seed,W3,M1_RescueSched,0.85,131,1,2,1,16,4,0.5,oracle,0,1,1,294,916,0.105816,1000000,1200041,0,0,0.283846,340627,6.06941e+06,0,0,0,0,0,0,1763722,36194706,13483698,1821553,1340932,340627,6.06941e+06,480621,52113239,0,0,340619,0,0,131414,0,0,0,0.999977,0,0.999977
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,11,1,2,1,16,4,0.5,oracle,0,0,1,260,602,0.095874,1000000,1200020,0,0,0.286216,343465,6.07906e+06,0,0,0,0,0,0,1765222,34237455,11582752,1355874,1334830,343465,6.07906e+06,0,44975134,0,0,343460,0,8643,124839,0,0,0,0.999985,0,0.999985
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,23,1,2,1,16,4,0.5,oracle,0,0,1,248,512,0.093216,1000000,1200030,0,0,0.286237,343493,6.06834e+06,0,0,0,0,0,0,1764153,33679355,11072451,1361766,1341408,343493,6.06834e+06,0,42928038,0,0,343489,0,8436,121714,0,0,0,0.999988,0,0.999988
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,37,1,2,1,16,4,0.5,oracle,0,0,1,248,532,0.095297,1000000,1200054,0,0,0.287774,345344,6.12081e+06,0,0,0,0,0,0,1764529,33803473,11186325,1364210,1343910,345344,6.12081e+06,0,43381090,0,0,345331,0,8483,125663,0,0,0,0.999962,0,0.999962
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,47,1,2,1,16,4,0.5,oracle,0,0,1,254,590,0.097827,1000000,1200116,0,0,0.285853,343057,6.08945e+06,0,0,0,0,0,0,1764219,34323142,11650128,1355999,1334244,343057,6.08945e+06,0,45244513,0,0,343044,0,8898,125142,0,0,0,0.999962,0,0.999962
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,59,1,2,1,16,4,0.5,oracle,0,0,1,244,514,0.093824,1000000,1200028,0,0,0.284927,341920,6.03991e+06,0,0,0,0,0,0,1766844,33397528,10938342,1358299,1337264,341920,6.03991e+06,0,42395069,0,0,341913,0,8661,120207,0,0,0,0.99998,0,0.99998
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,71,1,2,1,16,4,0.5,oracle,0,0,1,246,538,0.094414,1000000,1200027,0,0,0.286176,343419,6.08841e+06,0,0,0,0,0,0,1768257,33580931,11048063,1357112,1336920,343419,6.08841e+06,0,42835140,0,0,343418,0,8331,122792,0,0,0,0.999997,0,0.999997
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,83,1,2,1,16,4,0.5,oracle,0,0,1,264,676,0.095521,1000000,1200025,0,0,0.28745,344947,6.07762e+06,0,0,0,0,0,0,1762980,34329886,11679988,1363755,1342198,344947,6.07762e+06,0,45356197,0,0,344941,0,8949,125508,0,0,0,0.999983,0,0.999983
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,97,1,2,1,16,4,0.5,oracle,0,0,1,238,500,0.090671,1000000,1200054,0,0,0.287459,344966,6.07473e+06,0,0,0,0,0,0,1766779,32879584,10432710,1365199,1346656,344966,6.07473e+06,0,40365641,0,0,344956,0,7754,123858,0,0,0,0.999971,0,0.999971
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,109,1,2,1,16,4,0.5,oracle,0,0,1,254,540,0.098906,1000000,1200078,0,0,0.285845,343036,6.11667e+06,0,0,0,0,0,0,1764549,34567494,11710304,1351426,1329320,343036,6.11667e+06,0,45489790,0,0,343034,0,9075,126039,0,0,0,0.999994,0,0.999994
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoTargetSafety,0.85,131,1,2,1,16,4,0.5,oracle,0,0,1,282,688,0.106733,1000000,1200037,0,0,0.283881,340668,6.12679e+06,0,0,0,0,0,0,1763711,36265558,13331783,1339176,1313384,340668,6.12679e+06,0,51987956,0,0,340660,0,10639,127628,0,0,0,0.999977,0,0.999977
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,11,1,2,1,16,4,0.5,oracle,0,1,0,214,374,0.169362,1000000,1200009,0,0,0.500782,600943,1.67787e+07,0,0,0,0,0,0,1765236,7727055,2700470,8823098,7093619,600943,1.67787e+07,11701425,0,339871,74512,186554,0,0,194250,0,0,0,0.310435,0.689555,0.310435
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,23,1,2,1,16,4,0.5,oracle,0,1,0,212,364,0.165851,1000000,1200030,0,0,0.50252,603039,1.68254e+07,0,0,0,0,0,0,1764159,7659609,2602872,8837954,7022107,603039,1.68254e+07,11509249,0,342700,73050,187269,0,0,192067,0,0,0,0.310542,0.689425,0.310542
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,37,1,2,1,16,4,0.5,oracle,0,1,0,210,366,0.172271,1000000,1200027,0,0,0.499983,599993,1.67948e+07,0,0,0,0,0,0,1764511,7649145,2496025,8845579,7155278,599993,1.67948e+07,11039402,0,336948,76122,186900,0,0,198001,0,0,0,0.311504,0.688458,0.311504
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,47,1,2,1,16,4,0.5,oracle,0,1,0,212,364,0.17185,1000000,1200100,0,0,0.50094,601178,1.67877e+07,0,0,0,0,0,0,1764210,7896751,2678139,9085844,7193334,601178,1.67877e+07,11857266,0,338443,76003,186725,0,0,197965,0,0,0,0.310599,0.68939,0.310599
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,59,1,2,1,16,4,0.5,oracle,0,1,0,208,356,0.164738,1000000,1200024,0,0,0.501737,602097,1.68352e+07,0,0,0,0,0,0,1766842,7464102,2409507,8807116,6891767,602097,1.68352e+07,10880465,0,341956,72786,187337,0,0,189973,0,0,0,0.311141,0.688829,0.311141
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,71,1,2,1,16,4,0.5,oracle,0,1,0,206,362,0.168786,1000000,1200012,0,0,0.501468,601768,1.68327e+07,0,0,0,0,0,0,1768272,7457623,2345457,8726867,7112699,601768,1.68327e+07,10370841,0,339507,75141,187110,0,0,195762,0,0,0,0.310934,0.68905,0.310934
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,83,1,2,1,16,4,0.5,oracle,0,1,0,218,372,0.170463,1000000,1200020,0,0,0.499586,599513,1.67854e+07,0,0,0,0,0,0,1762990,7815721,2766280,8967353,7086374,599513,1.67854e+07,12074486,0,337425,74562,187514,0,0,193735,0,0,0,0.312777,0.687203,0.312777
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,97,1,2,1,16,4,0.5,oracle,0,1,0,206,356,0.165633,1000000,1200054,0,0,0.50234,602835,1.68453e+07,0,0,0,0,0,0,1766786,7387391,2345078,8591931,7090859,602835,1.68453e+07,10292173,0,340965,73566,188275,0,0,193464,0,0,0,0.312316,0.687636,0.312316
rescue_w3_robustness_10seed,W3,M1_RescueSched_NoRescuable,0.85,109,1,2,1,16,4,0.5,oracle,0,1,0,216,372,0.173816,1000000,1200068,0,0,0.499996,600029,1.67847e+07,0,0,0,0,0,0,1764550,7954399,2754047,9061495,7158923,600029,1.67847e+07,12113421,0,337765,76186,186057,0,0,200207,0,0,0,0.31008,0.689885,0.31008
