source,scenario,workload,rho,method,service_estimate_mode,migration_cost_us,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,P99_us,P999_us,slo_violation_rate,intra_move_rate,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,rescue_success_count,relief_success_count,relief_beneficial_migration_ratio,relief_useless_migration_ratio,predicted_target_unsafe_accept_count,harmful_actual_count,target_induced_miss_actual
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,append_tail,2650,5500,0.108387,0.331487,0.999972,0,0.999972,397800,0,0,0,7588,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,1180,2330,0.412169,0.310769,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,806,1210,0.379459,0.538849,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched,oracle,0.5,4,0.5,append_tail,7320,10000,0.38208,0.257312,0.999984,0,0.999984,308885,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,956,2110,0.32039,0.422226,0.533312,0.466651,0.533312,506676,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,append_tail,6830,10000,0.376874,0.264242,0.999979,0,0.999979,317197,0,0,0,22159,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,2300,3810,0.626648,0.203458,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,1370,3710,0.63511,0.587538,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched,oracle,0.5,4,0.5,append_tail,10000,10000,0.687816,0.129427,0.999984,0,0.999984,155403,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,2180,3690,0.542989,0.33731,0.461836,0.538149,0.461836,404845,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,append_tail,10000,10000,0.681988,0.139755,0.999992,0,0.999992,167800,0,0,0,29894,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,10000,10000,0.999282,0.000725,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,10000,10000,1,0.000616,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched,oracle,0.5,4,0.5,append_tail,10000,10000,0.999131,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,10000,10000,0.998945,0.002101,0,1,0,2583,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,append_tail,10000,10000,0.99915,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,L1_WorkStealing,oracle,0.5,4,0.7,append_tail,424,816,0.188373,0.41286,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M0_IntraHostProactive,oracle,0.5,4,0.7,append_tail,330,484,0.13254,0.440231,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched,oracle,0.5,4,0.7,append_tail,4270,7280,0.123642,0.328779,0.999985,0,0.999985,394546,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoRescuable,oracle,0.5,4,0.7,append_tail,264,794,0.108728,0.447204,0.593775,0.406184,0.593775,536666,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.7,append_tail,4180,7760,0.11864,0.33174,0.999977,0,0.999977,398104,0,0,0,4316,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,L1_WorkStealing,oracle,0.5,4,0.7,append_tail,1210,2390,0.414981,0.324386,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M0_IntraHostProactive,oracle,0.5,4,0.7,append_tail,804,1240,0.379702,0.540892,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched,oracle,0.5,4,0.7,append_tail,10000,10000,0.440499,0.232396,0.999975,0,0.999975,279068,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoRescuable,oracle,0.5,4,0.7,append_tail,940,2090,0.311748,0.437556,0.534749,0.465211,0.534749,525072,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.7,append_tail,10000,10000,0.421444,0.245621,0.999976,0,0.999976,294942,0,0,0,19463,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,L1_WorkStealing,oracle,0.5,4,0.7,append_tail,2290,4280,0.625107,0.21543,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M0_IntraHostProactive,oracle,0.5,4,0.7,append_tail,1370,4040,0.63564,0.591045,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched,oracle,0.5,4,0.7,append_tail,10000,10000,0.753798,0.099517,0.999989,0,0.999989,119517,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,4,0.7,append_tail,2140,4080,0.536784,0.354216,0.455781,0.544207,0.455781,425136,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.7,append_tail,10000,10000,0.752973,0.105163,0.999979,0,0.999979,126331,0,0,0,22534,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,L1_WorkStealing,oracle,0.5,4,0.7,append_tail,10000,10000,0.998771,0.001329,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M0_IntraHostProactive,oracle,0.5,4,0.7,append_tail,10000,10000,1,0.001462,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched,oracle,0.5,4,0.7,append_tail,10000,10000,0.997948,0.000137,1,0,1,169,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,4,0.7,append_tail,10000,10000,0.99816,0.004158,0,1,0,5114,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.7,append_tail,10000,10000,0.997993,0.000148,1,0,1,182,0,0,0,44,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,L1_WorkStealing,oracle,0.5,8,0.3,append_tail,402,674,0.181968,0.388381,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M0_IntraHostProactive,oracle,0.5,8,0.3,append_tail,330,486,0.132021,0.434189,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched,oracle,0.5,8,0.3,append_tail,686,1640,0.106996,0.324695,0.999969,0,0.999969,389648,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoRescuable,oracle,0.5,8,0.3,append_tail,346,650,0.122238,0.423213,0.591003,0.408938,0.591003,507876,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.3,append_tail,684,1590,0.10735,0.327149,0.999987,0,0.999987,392590,0,0,0,11083,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,L1_WorkStealing,oracle,0.5,8,0.3,append_tail,1050,1810,0.418733,0.291502,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M0_IntraHostProactive,oracle,0.5,8,0.3,append_tail,808,1200,0.37971,0.536488,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched,oracle,0.5,8,0.3,append_tail,2830,4090,0.334911,0.275486,0.999994,0,0.999994,330590,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoRescuable,oracle,0.5,8,0.3,append_tail,994,1760,0.334738,0.398538,0.546375,0.453622,0.546375,478259,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.3,append_tail,2630,4010,0.336176,0.283042,0.999985,0,0.999985,339656,0,0,0,26050,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,L1_WorkStealing,oracle,0.5,8,0.3,append_tail,1940,3090,0.635697,0.186677,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M0_IntraHostProactive,oracle,0.5,8,0.3,append_tail,1480,2810,0.63574,0.582669,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched,oracle,0.5,8,0.3,append_tail,5170,6910,0.614175,0.164565,0.999994,0,0.999994,197497,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,8,0.3,append_tail,1910,3070,0.557856,0.310018,0.48361,0.516366,0.48361,372101,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.3,append_tail,5330,6850,0.606558,0.178401,0.999981,0,0.999981,214092,0,0,0,35562,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,L1_WorkStealing,oracle,0.5,8,0.3,append_tail,10000,10000,0.999905,0.000076,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M0_IntraHostProactive,oracle,0.5,8,0.3,append_tail,10000,10000,1,0.000084,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched,oracle,0.5,8,0.3,append_tail,10000,10000,0.999806,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,8,0.3,append_tail,10000,10000,0.999838,0.000285,0,1,0,351,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.3,append_tail,10000,10000,0.999806,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,L1_WorkStealing,oracle,0.5,8,0.5,append_tail,412,690,0.184254,0.392139,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M0_IntraHostProactive,oracle,0.5,8,0.5,append_tail,330,484,0.131721,0.43475,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched,oracle,0.5,8,0.5,append_tail,1010,2290,0.103679,0.328659,0.999975,0,0.999975,394403,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoRescuable,oracle,0.5,8,0.5,append_tail,336,676,0.11897,0.42957,0.590793,0.409157,0.590793,515504,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.5,append_tail,902,2160,0.104952,0.329604,0.999982,0,0.999982,395537,0,0,0,10093,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,L1_WorkStealing,oracle,0.5,8,0.5,append_tail,1060,1840,0.418367,0.298449,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M0_IntraHostProactive,oracle,0.5,8,0.5,append_tail,812,1200,0.379548,0.53664,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched,oracle,0.5,8,0.5,append_tail,3630,5350,0.339762,0.27643,0.999988,0,0.999988,331722,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoRescuable,oracle,0.5,8,0.5,append_tail,984,1760,0.327961,0.410281,0.540487,0.459505,0.540487,492352,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.5,append_tail,3600,5320,0.338625,0.28249,0.999979,0,0.999979,338994,0,0,0,25738,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,L1_WorkStealing,oracle,0.5,8,0.5,append_tail,1960,3180,0.634016,0.192067,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M0_IntraHostProactive,oracle,0.5,8,0.5,append_tail,1480,2720,0.635495,0.583789,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched,oracle,0.5,8,0.5,append_tail,7170,9770,0.62877,0.158149,0.99998,0,0.99998,189841,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,8,0.5,append_tail,1930,3160,0.551422,0.321597,0.4755,0.524474,0.4755,385994,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.5,append_tail,7210,9570,0.627966,0.167229,0.999975,0,0.999975,200723,0,0,0,34684,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,L1_WorkStealing,oracle,0.5,8,0.5,append_tail,10000,10000,0.999883,0.000106,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M0_IntraHostProactive,oracle,0.5,8,0.5,append_tail,10000,10000,1,0.000115,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched,oracle,0.5,8,0.5,append_tail,10000,10000,0.999763,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,8,0.5,append_tail,10000,10000,0.999804,0.000385,0,1,0,473,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.5,append_tail,10000,10000,0.999763,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,L1_WorkStealing,oracle,0.5,8,0.7,append_tail,412,700,0.18876,0.396912,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M0_IntraHostProactive,oracle,0.5,8,0.7,append_tail,330,484,0.13227,0.435917,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched,oracle,0.5,8,0.7,append_tail,1330,2830,0.104381,0.331347,0.999982,0,0.999982,397632,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoRescuable,oracle,0.5,8,0.7,append_tail,326,670,0.116273,0.43676,0.591232,0.408728,0.591232,524117,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.7,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.7,append_tail,1200,2820,0.104202,0.332069,0.999967,0,0.999967,398499,0,0,0,7906,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,L1_WorkStealing,oracle,0.5,8,0.7,append_tail,1070,1840,0.419647,0.30626,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M0_IntraHostProactive,oracle,0.5,8,0.7,append_tail,804,1200,0.379643,0.537824,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched,oracle,0.5,8,0.7,append_tail,5050,7880,0.350936,0.273543,0.999984,0,0.999984,328259,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoRescuable,oracle,0.5,8,0.7,append_tail,962,1800,0.32191,0.423424,0.538388,0.461573,0.538388,508113,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.8,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.7,append_tail,4800,7680,0.353516,0.277009,0.999985,0,0.999985,332417,0,0,0,23513,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,L1_WorkStealing,oracle,0.5,8,0.7,append_tail,1970,3570,0.633272,0.199055,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M0_IntraHostProactive,oracle,0.5,8,0.7,append_tail,1480,2810,0.635442,0.58602,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched,oracle,0.5,8,0.7,append_tail,10000,10000,0.645734,0.151258,1,0,1,181605,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,8,0.7,append_tail,1920,3580,0.544647,0.336741,0.470231,0.529744,0.470231,404172,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.7,append_tail,10000,10000,0.648047,0.1579,0.999994,0,0.999994,189562,0,0,0,32722,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,L1_WorkStealing,oracle,0.5,8,0.7,append_tail,10000,10000,0.999806,0.000167,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M0_IntraHostProactive,oracle,0.5,8,0.7,append_tail,10000,10000,1,0.000217,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched,oracle,0.5,8,0.7,append_tail,10000,10000,0.999746,0,0,0,0,0,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,8,0.7,append_tail,10000,10000,0.999726,0.000622,0,1,0,765,0,0,0,0,0,0
w2_boundary,rescue_w2_boundary,W2,0.9,M1_RescueSched_NoTargetSafety,oracle,0.5,8,0.7,append_tail,10000,10000,0.999746,0,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.7,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,372,806,0.182498,0.401987,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.7,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,298,486,0.132095,0.437891,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.7,M1_RescueSched,oracle,0.5,4,0.5,append_tail,2220,5370,0.106947,0.331363,0.999995,0,0.999995,397650,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.7,M1_RescueSched_Hybrid,oracle,0.5,4,0.5,append_tail,1110,4110,0.105642,0.372402,0.739136,0.260859,0.739136,446901,130223,0.999963,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.7,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,274,668,0.114417,0.437301,0.590688,0.409251,0.590688,524764,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.85,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,2390,4270,0.622935,0.203941,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.85,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,1390,3710,0.630752,0.587538,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.85,M1_RescueSched,oracle,0.5,4,0.5,append_tail,10000,10000,0.687816,0.129427,0.999981,0,0.999981,155403,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.85,M1_RescueSched_Hybrid,oracle,0.5,4,0.5,append_tail,10000,10000,0.680379,0.133911,0.999863,0.000121,0.999863,160769,398,1,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.85,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,2180,4080,0.539359,0.33731,0.461836,0.538149,0.461836,404845,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.9,L1_WorkStealing,oracle,0.5,4,0.5,append_tail,10000,10000,0.9993,0.000557,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.9,M0_IntraHostProactive,oracle,0.5,4,0.5,append_tail,10000,10000,1,0.000616,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.9,M1_RescueSched,oracle,0.5,4,0.5,append_tail,10000,10000,0.999131,0,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.9,M1_RescueSched_Hybrid,oracle,0.5,4,0.5,append_tail,10000,10000,0.999123,0,0,0,0,0,0,0,0,0,0,0
hybrid_main,rescue_hybrid_w2_main,W2,0.9,M1_RescueSched_NoRescuable,oracle,0.5,4,0.5,append_tail,10000,10000,0.998945,0.002101,0,1,0,2583,0,0,0,0,0,0
target_safety_stress,rescue_target_safety_stress,W3,0.85,M1_RescueSched,oracle,0.5,4,0.5,append_tail,258,558,0.094486,0.285511,0.999982,0,0.999982,342642,0,0,0,0,0,0
target_safety_stress,rescue_target_safety_stress,W3,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,append_tail,248,532,0.095297,0.286216,0.99998,0,0.99998,343465,0,0,0,8643,0,0
target_safety_stress,rescue_target_safety_stress,W3,0.85,M1_RescueSched,oracle,0.5,4,0.5,head_insert_stress,262,592,0.138268,0.285341,0.930175,0.175785,0.930175,342442,0,0,0,0,36286,40701
target_safety_stress,rescue_target_safety_stress,W3,0.85,M1_RescueSched_NoTargetSafety,oracle,0.5,4,0.5,head_insert_stress,272,558,0.13672,0.28685,0.934577,0.16835,0.934577,344230,0,0,0,19206,35449,39336
