schema_version,trace_version,trace_sha256,rpc_method_model,deadline_model,offered_load_definition,warmup_requests,measurement_requests,measured_generated_work_us,experiment_duration_us,latency_sample_count,scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,work_steal_poll_us,work_steal_max_per_poll,alto_queue_threshold_us,alto_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,steal_poll_count,steal_idle_core_check_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,migration_handoff_count,avg_migration_handoff_us,max_migration_handoff_us,max_rescue_commits_per_check,max_target_reservation_work_us,descriptor_handoff_count,avg_descriptor_handoff_us,max_descriptor_handoff_us,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescuesched-v2,rescuesched-trace-v2,de3cd5bf1a0ccab71beb46aa3d00bec51446a4794577ad0d08b50c0a94053af8,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,13280.2,5000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,1.42e+03,1.62e+03,0.5026,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,de3cd5bf1a0ccab71beb46aa3d00bec51446a4794577ad0d08b50c0a94053af8,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,13147.6,5000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,106,158,0.0182,5000,5500,0,0,0.623,3115,80826.5,72274,3115,3115,12141,67472,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3115,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,de3cd5bf1a0ccab71beb46aa3d00bec51446a4794577ad0d08b50c0a94053af8,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,13211.8,5000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,191,200,0.0166,5000,5500,0,0,0.3612,1806,23747.6,0,0,0,0,0,12205,1806,0.00221484,0,0,0,0,0,0,0,0,0,0,102.1,1806,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,de3cd5bf1a0ccab71beb46aa3d00bec51446a4794577ad0d08b50c0a94053af8,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,13205.3,5000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,190,200,0.0126,5000,5500,0,0,0.353,1765,24596.5,0,0,0,0,0,0,0,0,12199,41064,8261,7796,7663,1765,1765,0.5,0.5,1,102.1,1765,0.5,0.5,24596.5,133,25248,0,3,1762,0,0,109,0,0,0,0.9983,0.00169972,0.9983,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,de3cd5bf1a0ccab71beb46aa3d00bec51446a4794577ad0d08b50c0a94053af8,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,13212.4,5000,rescue_w2_cli_main,W2,M1_RescueSched_NoTargetSafety,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,0,1,190,200,0.012,5000,5500,0,0,0.3554,1777,24776.7,0,0,0,0,0,0,0,0,12206,41096,7953,7729,7709,1777,1777,0.5,0.5,1,102.1,1777,0.5,0.5,24776.7,0,24083,0,3,1774,0,5,119,0,0,0,0.998312,0.00168824,0.998312,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3b37925d6700b5db6e1bbbf8fef906aea7b78bb502842f6fcf2cad2f3e2cd90b,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,14509.7,5000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,2.51e+03,2.86e+03,0.634,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3b37925d6700b5db6e1bbbf8fef906aea7b78bb502842f6fcf2cad2f3e2cd90b,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,12117.8,5000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,301,458,0.2466,5000,5500,0,0,0.5432,2716,76283.6,42880,2716,2716,10888,39216,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,2716,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3b37925d6700b5db6e1bbbf8fef906aea7b78bb502842f6fcf2cad2f3e2cd90b,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,12205.6,5000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,260,302,0.2692,5000,5500,0,0,0.5298,2649,52627.9,0,0,0,0,0,10976,2649,0.00302001,0,0,0,0,0,0,0,0,0,0,102.1,2649,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3b37925d6700b5db6e1bbbf8fef906aea7b78bb502842f6fcf2cad2f3e2cd90b,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,13335.1,5000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,1.29e+03,1.6e+03,0.1702,5000,5500,0,0,0.3624,1812,36710.2,0,0,0,0,0,0,0,0,12106,228348,184400,13048,7946,1812,1812,0.5,0.5,1,102.1,1812,0.5,0.5,36710.2,5102,724552,0,5,1807,0,0,678,0,0,0,0.997241,0.00275938,0.997241,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3b37925d6700b5db6e1bbbf8fef906aea7b78bb502842f6fcf2cad2f3e2cd90b,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,13288.3,5000,rescue_w2_cli_main,W2,M1_RescueSched_NoTargetSafety,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,0,1,1.29e+03,1.55e+03,0.1648,5000,5500,0,0,0.3646,1823,37073.3,0,0,0,0,0,0,0,0,12059,229804,184066,7671,7502,1823,1823,0.5,0.5,1,102.1,1823,0.5,0.5,37073.3,0,728593,0,2,1821,0,59,590,0,0,0,0.998903,0.00109709,0.998903,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,4b744db5ceecdeff03f2c0431080dd46304d58ed8f40de66cb9feb0e986f847d,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,13627.3,5000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,1.72e+03,1.98e+03,0.5852,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,4b744db5ceecdeff03f2c0431080dd46304d58ed8f40de66cb9feb0e986f847d,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,12822.2,5000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,130,195,0.0402,5000,5500,0,0,0.6382,3191,80891.1,60598,3191,3191,11600,56042,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3191,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,4b744db5ceecdeff03f2c0431080dd46304d58ed8f40de66cb9feb0e986f847d,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,12863.5,5000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,189,199,0.0344,5000,5500,0,0,0.435,2175,32827.5,0,0,0,0,0,11641,2175,0.00137931,0,0,0,0,0,0,0,0,0,0,102.1,2175,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,4b744db5ceecdeff03f2c0431080dd46304d58ed8f40de66cb9feb0e986f847d,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,12870.6,5000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,194,266,0.024,5000,5500,0,0,0.413,2065,31761.5,0,0,0,0,0,0,0,0,11648,52921,17250,10768,9818,2065,2065,0.5,0.5,1,102.1,2065,0.5,0.5,31761.5,950,58232,0,4,2061,0,0,181,0,0,0,0.998063,0.00193705,0.998063,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,4b744db5ceecdeff03f2c0431080dd46304d58ed8f40de66cb9feb0e986f847d,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,12870.6,5000,rescue_w2_cli_main,W2,M1_RescueSched_NoTargetSafety,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,0,1,192,200,0.0284,5000,5500,0,0,0.4134,2067,31870.7,0,0,0,0,0,0,0,0,11648,55586,18718,9744,9667,2067,2067,0.5,0.5,1,102.1,2067,0.5,0.5,31870.7,0,65128,0,7,2060,0,26,177,0,0,0,0.996613,0.00338655,0.996613,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,50176a80d7d1dc2652adc92d88405a653a959d0502a2502d2bd7907d1071c9dd,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,130310,14430.6,5000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,704,1.18e+03,0.4716,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,50176a80d7d1dc2652adc92d88405a653a959d0502a2502d2bd7907d1071c9dd,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,130310,13303,5000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,124,204,0.0356,5000,5500,0,0,0.6192,3096,84111.6,69017,3096,3096,12213,64314,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3096,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,50176a80d7d1dc2652adc92d88405a653a959d0502a2502d2bd7907d1071c9dd,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,130310,13363.3,5000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,188,199,0.03,5000,5500,0,0,0.3608,1804,28103.4,0,0,0,0,0,12273,1804,0.00166297,0,0,0,0,0,0,0,0,0,0,102.1,1804,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,50176a80d7d1dc2652adc92d88405a653a959d0502a2502d2bd7907d1071c9dd,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,130310,13358.8,5000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,192,203,0.0226,5000,5500,0,0,0.341,1705,27020.5,0,0,0,0,0,0,0,0,12268,51533,15638,7615,7355,1705,1705,0.5,0.5,1,102.1,1705,0.5,0.5,27020.5,260,54937,0,5,1700,0,0,161,0,0,0,0.997067,0.00293255,0.997067,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,50176a80d7d1dc2652adc92d88405a653a959d0502a2502d2bd7907d1071c9dd,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,130310,13356.7,5000,rescue_w2_cli_main,W2,M1_RescueSched_NoTargetSafety,0.7,47,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,0,1,191,203,0.023,5000,5500,0,0,0.3412,1706,27027.6,0,0,0,0,0,0,0,0,12266,51775,15808,7334,7280,1706,1706,0.5,0.5,1,102.1,1706,0.5,0.5,27027.6,0,55898,0,5,1701,0,11,166,0,0,0,0.997069,0.00293083,0.997069,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3f38905df72f6dfd4d72b0721eece2714c1a755767e5436e91060881d609e34a,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128125,13384.3,5000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,59,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,670,880,0.511,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3f38905df72f6dfd4d72b0721eece2714c1a755767e5436e91060881d609e34a,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128125,13130.4,5000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,59,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,105,146,0.0194,5000,5500,0,0,0.6376,3188,81629.8,66698,3188,3188,11940,61909,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3188,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,3f38905df72f6dfd4d72b0721eece2714c1a755767e5436e91060881d609e34a,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128125,13147,5000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,59,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,188,197,0.0082,5000,5500,0,0,0.3802,1901,26512.1,0,0,0,0,0,11956,1901,0.00157812,0,0,0,0,0,0,0,0,0,0,102.1,1901,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
