profile,dimension,value,workload,rho,method,seeds,slo_violation_median,slo_goodput_per_us_median,P99_us_median,P999_us_median,migrated_work_rate_median,handoffs_per_request_median,rescue_moves_per_request_median,estimator_mae_us_median,estimator_rmse_us_median,control_operations_per_request_median,configured_control_cost_per_request_us_median,rescue_migrated_fraction_median,rescue_migrated_miss_rate_median,rescue_nonmigrated_miss_rate_median
check-5,check-period-us,5,W3,0.9,M1_RescueSched,5,0.1552,0.4135135928888193,238.0,405.0,0.2023891303687042,0.288,0.288,12.1134,25.3266,25.5952,0.0,0.288,0.0270833,0.210108
control-accounting-unit,control-cost,normalized-1us-per-operation,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,1.0116,0.0,0.0,0.6464
control-accounting-unit,control-cost,normalized-1us-per-operation,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,3.011,0.0,0.0,0.0674
control-accounting-unit,control-cost,normalized-1us-per-operation,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,19.675,0.0,0.0,0.0694
control-accounting-unit,control-cost,normalized-1us-per-operation,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,69.2104,69.2104,0.4214,0.00239378,0.0888423
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,1.0074,0.0,0.0,0.3908
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,3.353,0.0,0.0,0.0076
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.9016,14.9016,0.0,0.0,0.0228
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,30.0722,30.0722,0.2532,0.00569569,0.0235973
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,1.0132,0.0,0.0,0.5952
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,2.944,0.0,0.0,0.0404
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,19.7402,19.7402,0.0,0.0,0.0454
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.85,M1_RescueSched,5,0.0404,0.44487301925805045,214.0,388.0,0.20389546803757766,0.339,0.339,12.0275,25.2783,47.115,47.115,0.339,0.0163743,0.0528875
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,1.0158,0.0,0.0,0.67
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,2.8384,0.0,0.0,0.096
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,24.8978,24.8978,0.0,0.0,0.0856
control-accounting-unit,control-cost,normalized-1us-per-operation,W3,0.9,M1_RescueSched,5,0.0692,0.4558678042138876,220.0,395.0,0.22292144802472538,0.3516,0.3516,12.0548,25.3001,67.6308,67.6308,0.3516,0.0301479,0.0942075
epsilon-0,epsilon-us,0,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
epsilon-0,epsilon-us,0,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
epsilon-0,epsilon-us,0,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
epsilon-0,epsilon-us,0,W2,0.85,M1_RescueSched,5,0.0496,0.4284052901562345,196.0,282.0,0.2647110243902439,0.4256,0.4256,0.0,0.0,66.5902,0.0,0.4256,0.00373657,0.084645
epsilon-0,epsilon-us,0,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
epsilon-0,epsilon-us,0,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
epsilon-0,epsilon-us,0,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.9016,0.0,0.0,0.0,0.0228
epsilon-0,epsilon-us,0,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,30.0722,0.0,0.2532,0.00569569,0.0235973
epsilon-0,epsilon-us,0,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
epsilon-0,epsilon-us,0,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
epsilon-0,epsilon-us,0,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,19.7402,0.0,0.0,0.0,0.0454
epsilon-0,epsilon-us,0,W3,0.85,M1_RescueSched,5,0.0408,0.4446875782329325,209.0,393.0,0.20231162041399436,0.343,0.343,12.011,25.2367,46.5824,0.0,0.343,0.0215743,0.0508371
epsilon-0,epsilon-us,0,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
epsilon-0,epsilon-us,0,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
epsilon-0,epsilon-us,0,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,24.8978,0.0,0.0,0.0,0.0856
epsilon-0,epsilon-us,0,W3,0.9,M1_RescueSched,5,0.0776,0.4520726531332399,224.0,387.0,0.2281304507481869,0.3622,0.3622,11.9996,25.3046,68.0512,0.0,0.3622,0.0423139,0.0986275
epsilon-5,epsilon-us,5,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
epsilon-5,epsilon-us,5,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
epsilon-5,epsilon-us,5,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
epsilon-5,epsilon-us,5,W2,0.85,M1_RescueSched,5,0.0548,0.42690032067205635,196.0,279.0,0.262937756097561,0.4218,0.4218,0.0,0.0,68.865,0.0,0.4218,0.00281955,0.0930474
epsilon-5,epsilon-us,5,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
epsilon-5,epsilon-us,5,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.38560152443511464,152.0,320.0,0.6646676764894887,0.6534,0.0,12.0752,25.2549,3.353,0.0,0.0,0.0,0.0076
epsilon-5,epsilon-us,5,W3,0.7,M0_AltoThreshold,5,0.0228,0.37934186471663617,199.0,386.0,0.14485394692847808,0.2478,0.0,12.0552,25.3234,14.9016,0.0,0.0,0.0,0.0228
epsilon-5,epsilon-us,5,W3,0.7,M1_RescueSched,5,0.0188,0.38003904192358934,197.0,375.0,0.14686388644031734,0.2532,0.2532,12.0251,25.2875,30.0722,0.0,0.2532,0.00569569,0.0235973
epsilon-5,epsilon-us,5,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
epsilon-5,epsilon-us,5,W3,0.85,L1_WorkStealingPolling,5,0.0404,0.44783919222837093,159.0,320.0,0.6823701086142027,0.665,0.0,12.0801,25.2969,2.944,0.0,0.0,0.0,0.0404
epsilon-5,epsilon-us,5,W3,0.85,M0_AltoThreshold,5,0.0454,0.4427972391272079,208.0,387.0,0.20714915346971033,0.3508,0.0,11.9929,25.241,19.7402,0.0,0.0,0.0,0.0454
epsilon-5,epsilon-us,5,W3,0.85,M1_RescueSched,5,0.0424,0.44443206816852776,210.0,381.0,0.20051977263746618,0.3326,0.3326,12.0609,25.2813,45.7942,0.0,0.3326,0.0108238,0.0581361
epsilon-5,epsilon-us,5,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
epsilon-5,epsilon-us,5,W3,0.9,L1_WorkStealingPolling,5,0.096,0.44615536472213996,159.0,320.0,0.6153940849265934,0.5812,0.0,12.0604,25.2821,2.8384,0.0,0.0,0.0,0.096
epsilon-5,epsilon-us,5,W3,0.9,M0_AltoThreshold,5,0.0856,0.44815181485801664,212.0,387.0,0.2430355025988632,0.3996,0.0,12.0669,25.2999,24.8978,0.0,0.0,0.0,0.0856
epsilon-5,epsilon-us,5,W3,0.9,M1_RescueSched,5,0.0708,0.45490150001958246,223.0,387.0,0.22916551914073258,0.3478,0.3478,12.107,25.3774,66.8864,0.0,0.3478,0.0222603,0.100412
ewma-0.01,ewma-alpha,0.01,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
ewma-0.01,ewma-alpha,0.01,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
ewma-0.01,ewma-alpha,0.01,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
ewma-0.01,ewma-alpha,0.01,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,69.2104,0.0,0.4214,0.00239378,0.0888423
ewma-0.01,ewma-alpha,0.01,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,11.975,25.1304,1.0074,0.0,0.0,0.0,0.3908
ewma-0.01,ewma-alpha,0.01,W3,0.7,L1_WorkStealingPolling,5,0.008,0.38552406330123856,152.0,319.0,0.6661487499617491,0.6534,0.0,11.9812,25.1313,3.3534,0.0,0.0,0.0,0.008
ewma-0.01,ewma-alpha,0.01,W3,0.7,M0_AltoThreshold,5,0.0244,0.37903200818021254,198.0,375.0,0.14273762120429193,0.2472,0.0,11.969,25.139,14.8232,0.0,0.0,0.0,0.0244
ewma-0.01,ewma-alpha,0.01,W3,0.7,M1_RescueSched,5,0.0188,0.38041231484442645,197.0,375.0,0.1436859782972127,0.25,0.25,11.9727,25.144,30.0082,0.0,0.25,0.00606061,0.0230165
ewma-0.01,ewma-alpha,0.01,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.0003,25.1522,1.0132,0.0,0.0,0.0,0.5952
ewma-0.01,ewma-alpha,0.01,W3,0.85,L1_WorkStealingPolling,5,0.0408,0.44755923440868245,158.0,320.0,0.684894974719788,0.658,0.0,11.9776,25.1342,2.944,0.0,0.0,0.0,0.0408
ewma-0.01,ewma-alpha,0.01,W3,0.85,M0_AltoThreshold,5,0.044,0.44368949161352605,206.0,378.0,0.20222423173956655,0.3464,0.0,11.9728,25.1366,19.5056,0.0,0.0,0.0,0.044
ewma-0.01,ewma-alpha,0.01,W3,0.85,M1_RescueSched,5,0.0376,0.44665979783353293,212.0,381.0,0.19834949390558984,0.3378,0.3378,11.9689,25.1379,45.3106,0.0,0.3378,0.0153937,0.0489278
ewma-0.01,ewma-alpha,0.01,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,11.9826,25.1482,1.0158,0.0,0.0,0.0,0.67
ewma-0.01,ewma-alpha,0.01,W3,0.9,L1_WorkStealingPolling,5,0.0918,0.44822821044319416,163.0,321.0,0.6242013435058816,0.5868,0.0,11.9776,25.1408,2.8384,0.0,0.0,0.0,0.0918
ewma-0.01,ewma-alpha,0.01,W3,0.9,M0_AltoThreshold,5,0.089,0.4496766869045856,215.0,385.0,0.2393598589622785,0.4066,0.0,11.9823,25.1485,24.388,0.0,0.0,0.0,0.089
ewma-0.01,ewma-alpha,0.01,W3,0.9,M1_RescueSched,5,0.0716,0.45501328183965734,227.0,386.0,0.22538174362740598,0.354,0.354,11.9774,25.1532,65.3608,0.0,0.354,0.0401499,0.0903576
ewma-0.20,ewma-alpha,0.20,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
ewma-0.20,ewma-alpha,0.20,W2,0.85,L1_WorkStealingPolling,5,0.0674,0.4211218505940746,163.0,229.0,0.7028690731707318,0.6662,0.0,0.0,0.0,3.011,0.0,0.0,0.0,0.0674
ewma-0.20,ewma-alpha,0.20,W2,0.85,M0_AltoThreshold,5,0.0694,0.4207889453598365,195.0,205.0,0.2781080975609756,0.4712,0.0,0.0,0.0,19.675,0.0,0.0,0.0,0.0694
ewma-0.20,ewma-alpha,0.20,W2,0.85,M1_RescueSched,5,0.0518,0.4298238456586975,197.0,292.0,0.25882521934932834,0.4214,0.4214,0.0,0.0,69.2104,0.0,0.4214,0.00239378,0.0888423
ewma-0.20,ewma-alpha,0.20,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.5192,26.0789,1.0074,0.0,0.0,0.0,0.3908
ewma-0.20,ewma-alpha,0.20,W3,0.7,L1_WorkStealingPolling,5,0.0084,0.38552406330123856,152.0,319.0,0.6726399216622296,0.6592,0.0,12.5211,25.9905,3.3534,0.0,0.0,0.0,0.0084
ewma-0.20,ewma-alpha,0.20,W3,0.7,M0_AltoThreshold,5,0.0238,0.3788770799120007,197.0,375.0,0.1536984406820876,0.2498,0.0,12.4777,26.0849,14.7028,0.0,0.0,0.0,0.0238
ewma-0.20,ewma-alpha,0.20,W3,0.7,M1_RescueSched,5,0.0198,0.3796323018962115,198.0,375.0,0.15453661205507768,0.256,0.256,12.4076,26.072,29.774,0.0,0.256,0.00625,0.0244624
ewma-0.20,ewma-alpha,0.20,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.8841,26.6424,1.0132,0.0,0.0,0.0,0.5952
ewma-0.20,ewma-alpha,0.20,W3,0.85,L1_WorkStealingPolling,5,0.0406,0.4476066063263973,155.0,320.0,0.6903808990447945,0.6654,0.0,12.5236,26.2334,2.9442,0.0,0.0,0.0,0.0406
ewma-0.20,ewma-alpha,0.20,W3,0.85,M0_AltoThreshold,5,0.0472,0.4415240178314906,209.0,387.0,0.2176897474087358,0.3508,0.0,12.6403,26.3225,19.634,0.0,0.0,0.0,0.0472
ewma-0.20,ewma-alpha,0.20,W3,0.85,M1_RescueSched,5,0.0392,0.4453550139521086,214.0,388.0,0.20955804127785038,0.3396,0.3396,12.5004,26.2232,44.5548,0.0,0.3396,0.0188457,0.0496669
ewma-0.20,ewma-alpha,0.20,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.7797,26.5335,1.0158,0.0,0.0,0.0,0.67
ewma-0.20,ewma-alpha,0.20,W3,0.9,L1_WorkStealingPolling,5,0.0878,0.45019346178142766,162.0,321.0,0.623959694823551,0.59,0.0,12.4426,26.0922,2.8386,0.0,0.0,0.0,0.0878
ewma-0.20,ewma-alpha,0.20,W3,0.9,M0_AltoThreshold,5,0.081,0.45008864640369867,212.0,387.0,0.25039970819781754,0.403,0.0,12.4499,26.0323,23.3878,0.0,0.0,0.0,0.081
ewma-0.20,ewma-alpha,0.20,W3,0.9,M1_RescueSched,5,0.0652,0.4581499524598359,219.0,387.0,0.23326677682915634,0.3532,0.3532,12.6156,26.4842,60.1956,0.0,0.3532,0.0379547,0.0818563
handoff-0,handoff-us,0,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
handoff-0,handoff-us,0,W2,0.85,L1_WorkStealingPolling,5,0.066,0.42274328231828706,159.0,206.0,0.6998204140013509,0.6718,0.0,0.0,0.0,3.0124,0.0,0.0,0.0,0.066
handoff-0,handoff-us,0,W2,0.85,M0_AltoThreshold,5,0.0706,0.42023114069197515,195.0,205.0,0.28305560975609756,0.473,0.0,0.0,0.0,19.0484,0.0,0.0,0.0,0.0706
handoff-0,handoff-us,0,W2,0.85,M1_RescueSched,5,0.0546,0.4273419277849097,197.0,259.0,0.2648429268292683,0.419,0.419,0.0,0.0,68.4814,0.0,0.419,0.0,0.095122
handoff-0,handoff-us,0,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
handoff-0,handoff-us,0,W3,0.7,L1_WorkStealingPolling,5,0.0076,0.3856164595792148,152.0,320.0,0.6638751185776799,0.6598,0.0,12.0858,25.2521,3.3532,0.0,0.0,0.0,0.0076
handoff-0,handoff-us,0,W3,0.7,M0_AltoThreshold,5,0.021,0.37992920381400896,197.0,375.0,0.1448303899814584,0.2502,0.0,12.0209,25.2647,14.9078,0.0,0.0,0.0,0.021
handoff-0,handoff-us,0,W3,0.7,M1_RescueSched,5,0.0196,0.38089114739875435,197.0,375.0,0.1466609927353415,0.2534,0.2534,12.0067,25.2762,29.626,0.0,0.2534,0.00157853,0.0240801
handoff-0,handoff-us,0,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
handoff-0,handoff-us,0,W3,0.85,L1_WorkStealingPolling,5,0.0346,0.4504269117715672,155.0,320.0,0.6918409200261872,0.6742,0.0,12.0653,25.2863,2.9442,0.0,0.0,0.0,0.0346
handoff-0,handoff-us,0,W3,0.85,M0_AltoThreshold,5,0.047,0.44229716057289786,211.0,381.0,0.21056412374919672,0.3516,0.0,12.0337,25.249,19.9282,0.0,0.0,0.0,0.047
handoff-0,handoff-us,0,W3,0.85,M1_RescueSched,5,0.0418,0.4447105343766534,217.0,388.0,0.2012614365178273,0.3348,0.3348,12.0411,25.3043,47.1784,0.0,0.3348,0.0149343,0.0553217
handoff-0,handoff-us,0,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
handoff-0,handoff-us,0,W3,0.9,L1_WorkStealingPolling,5,0.0784,0.4548640244805291,162.0,319.0,0.635827836712362,0.6024,0.0,12.0634,25.2964,2.8384,0.0,0.0,0.0,0.0784
handoff-0,handoff-us,0,W3,0.9,M0_AltoThreshold,5,0.0798,0.4509944226075535,215.0,387.0,0.24561080883917447,0.4076,0.0,12.0977,25.3288,24.6766,0.0,0.0,0.0,0.0798
handoff-0,handoff-us,0,W3,0.9,M1_RescueSched,5,0.0734,0.4541310932277321,224.0,387.0,0.2247184736375042,0.3508,0.3508,12.0702,25.3678,64.9752,0.0,0.3508,0.0375505,0.0929712
handoff-2,handoff-us,2,W2,0.85,L0_RandomCore,5,0.6464,0.15134524349634906,1140.0,1330.0,0.0,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.6464
handoff-2,handoff-us,2,W2,0.85,L1_WorkStealingPolling,5,0.0874,0.4117239080894605,182.0,226.0,0.7065720205663417,0.6508,0.0,0.0,0.0,3.013,0.0,0.0,0.0,0.0874
handoff-2,handoff-us,2,W2,0.85,M0_AltoThreshold,5,0.0776,0.4179429089261441,195.0,207.0,0.2904913170731707,0.4704,0.0,0.0,0.0,20.1476,0.0,0.0,0.0,0.0776
handoff-2,handoff-us,2,W2,0.85,M1_RescueSched,5,0.06,0.42509700351835605,197.0,263.0,0.25333876853792997,0.425,0.425,0.0,0.0,71.415,0.0,0.425,0.013844,0.0953053
handoff-2,handoff-us,2,W3,0.7,L0_RandomCore,5,0.3908,0.23275202692366528,720.0,814.0,0.0,0.0,0.0,12.0693,25.2652,1.0074,0.0,0.0,0.0,0.3908
handoff-2,handoff-us,2,W3,0.7,L1_WorkStealingPolling,5,0.0104,0.3849459867580439,154.0,322.0,0.6752613677330366,0.6668,0.0,12.065,25.2417,3.354,0.0,0.0,0.0,0.0104
handoff-2,handoff-us,2,W3,0.7,M0_AltoThreshold,5,0.0266,0.377932872181383,197.0,375.0,0.14668530958387793,0.2498,0.0,12.0065,25.2608,15.0716,0.0,0.0,0.0,0.0266
handoff-2,handoff-us,2,W3,0.7,M1_RescueSched,5,0.0246,0.3793282374170365,198.0,378.0,0.14653332928052526,0.2528,0.2528,11.9988,25.2564,30.8222,0.0,0.2528,0.0162338,0.024838
handoff-2,handoff-us,2,W3,0.85,L0_RandomCore,5,0.5952,0.18531234835791655,916.0,1040.0,0.0,0.0,0.0,12.2326,25.47,1.0132,0.0,0.0,0.0,0.5952
handoff-2,handoff-us,2,W3,0.85,L1_WorkStealingPolling,5,0.0592,0.43886737883099314,160.0,325.0,0.6740326453691602,0.6428,0.0,12.0705,25.2868,2.9446,0.0,0.0,0.0,0.0592
handoff-2,handoff-us,2,W3,0.85,M0_AltoThreshold,5,0.0534,0.43878515936439655,209.0,387.0,0.21107100519772637,0.3508,0.0,12.0059,25.2681,20.0568,0.0,0.0,0.0,0.0534
handoff-2,handoff-us,2,W3,0.85,M1_RescueSched,5,0.0472,0.44220433850352264,211.0,388.0,0.204358795100155,0.3386,0.3386,12.0467,25.2914,46.6402,0.0,0.3386,0.0316344,0.0552688
handoff-2,handoff-us,2,W3,0.9,L0_RandomCore,5,0.67,0.15275823978700706,1070.0,1160.0,0.0,0.0,0.0,12.1575,25.4038,1.0158,0.0,0.0,0.0,0.67
handoff-2,handoff-us,2,W3,0.9,L1_WorkStealingPolling,5,0.1386,0.4250720461095101,164.0,333.0,0.5688303595853977,0.5336,0.0,12.0476,25.2814,2.8388,0.0,0.0,0.0,0.1386
handoff-2,handoff-us,2,W3,0.9,M0_AltoThreshold,5,0.0976,0.4422705574451818,217.0,387.0,0.24080671145019605,0.4042,0.0,12.0362,25.3146,25.3294,0.0,0.0,0.0,0.0976
